Indicator,Geography,Year,Strata,Strata Name,Numerator,Denominator,Rate,Age Adjusted Rate,SE Adjusted Rate
Suicide,Orange,2012,Sex,Total,298,3084040,9.66266,9.34679,0.546501
Suicide,San Luis Obispo,2012,Sex,Total,50,272608,18.3414,16.2782,2.38739
Suicide,Calaveras,2012,Sex,Total,11,45305,24.2799,24.0844,8.3357
Suicide,Ventura,2012,Sex,Total,84,836553,10.0412,9.58953,1.06578
Suicide,Santa Barbara,2012,Sex,Total,50,430287,11.6202,10.8899,1.57159
Suicide,Fresno,2012,Sex,Total,74,950634,7.78428,7.9641,0.941301
Suicide,San Joaquin,2012,Sex,Total,73,700414,10.4224,10.867,1.28348
Suicide,Mendocino,2012,Sex,Total,13,87976,14.7768,16.2154,4.58979
Suicide,Santa Cruz,2012,Sex,Total,37,267672,13.8229,14.0808,2.39179
Suicide,Humboldt,2012,Sex,Total,34,134840,25.2151,22.694,4.04871
Suicide,Merced,2012,Sex,Total,29,262919,11.03,12.2248,2.30145
Suicide,Lake,2012,Sex,Total,18,64839,27.7611,25.7607,6.63081
Suicide,Contra Costa,2012,Sex,Total,110,1075660,10.2262,9.8692,0.957804
Suicide,Kern,2012,Sex,Total,94,858271,10.9523,11.7124,1.23188
Suicide,Placer,2012,Sex,Total,40,359890,11.1145,9.77472,1.59007
Suicide,Santa Clara,2012,Sex,Total,146,1840220,7.93384,7.63185,0.636969
Suicide,Madera,2012,Sex,Total,25,150814,16.5767,17.1698,3.47164
Suicide,Sonoma,2012,Sex,Total,59,489752,12.0469,10.9272,1.4793
Suicide,Kings,2012,Sex,Total,12,149973,8.00144,8.71179,2.56625
Suicide,Riverside,2012,Sex,Total,261,2253320,11.5829,11.6533,0.727502
Suicide,Butte,2012,Sex,Total,27,221797,12.1733,12.0136,2.45007
Suicide,CALIFORNIA,2012,Sex,Total,3825,38041500,10.0548,9.81474,0.160376
Suicide,Yuba,2012,Sex,Total,11,73704,14.9246,13.4641,4.07022
Suicide,Stanislaus,2012,Sex,Total,50,523596,9.54935,9.71518,1.39342
Suicide,Alameda,2012,Sex,Total,131,1554450,8.42744,8.03856,0.71
Suicide,San Diego,2012,Sex,Total,405,3174450,12.7581,12.4354,0.625602
Suicide,Shasta,2012,Sex,Total,42,177962,23.6005,21.1772,3.42406
Suicide,Orange,2013,Sex,Female,82,1571940,5.21648,4.93255,0.551973
Suicide,CALIFORNIA,2013,Sex,Female,916,19281600,4.75064,4.51614,0.151255
Suicide,Ventura,2013,Sex,Female,28,423662,6.60904,6.20349,1.19217
Suicide,San Joaquin,2013,Sex,Female,19,353964,5.36778,5.36288,1.24596
Suicide,Kern,2013,Sex,Female,21,418293,5.02041,5.06904,1.11722
Suicide,Los Angeles,2013,Sex,Female,173,5093800,3.39629,3.25989,0.250379
Suicide,Riverside,2013,Sex,Female,49,1143670,4.28444,4.07762,0.588666
Suicide,San Bernardino,2013,Sex,Female,34,1051070,3.23481,3.10404,0.539105
Suicide,Tulare,2013,Sex,Female,11,227466,4.83589,5.27321,1.60461
Suicide,Alameda,2013,Sex,Female,39,803669,4.85274,4.63091,0.750745
Suicide,San Mateo,2013,Sex,Female,14,380550,3.67889,3.445,0.960664
Suicide,Marin,2013,Sex,Female,15,131550,11.4025,10.2137,2.88121
Suicide,San Luis Obispo,2013,Sex,Female,12,133322,9.00076,7.62128,2.35123
Suicide,Fresno,2013,Sex,Female,19,479746,3.96043,4.16889,0.973294
Suicide,San Francisco,2013,Sex,Female,13,415559,3.12832,2.66656,0.767566
Suicide,San Diego,2013,Sex,Female,109,1592760,6.84348,6.51498,0.633808
Suicide,Sacramento,2013,Sex,Female,58,741764,7.81919,7.47526,0.996085
Suicide,Stanislaus,2013,Sex,Female,11,266335,4.13014,4.14011,1.26596
Suicide,Santa Clara,2013,Sex,Female,42,931450,4.5091,4.30952,0.67164
Suicide,Contra Costa,2013,Sex,Female,26,558224,4.65763,4.21447,0.845464
Suicide,Marin,2013,Sex,Male,24,127019,18.8948,17.8753,3.82068
Suicide,Kern,2013,Sex,Male,90,450301,19.9866,21.7914,2.41151
Suicide,Sacramento,2013,Sex,Male,144,713838,20.1727,20.6073,1.74255
Suicide,San Mateo,2013,Sex,Male,42,368211,11.4065,10.3899,1.63084
Suicide,Riverside,2013,Sex,Male,186,1133090,16.4152,17.1113,1.26945
Suicide,CALIFORNIA,2013,Sex,Male,3000,19091800,15.7135,15.7391,0.291462
Suicide,San Francisco,2013,Sex,Male,47,428176,10.9768,9.5907,1.43797
Suicide,Santa Clara,2013,Sex,Male,109,934758,11.6608,11.5112,1.1166
Suicide,Los Angeles,2013,Sex,Male,603,4961680,12.1531,12.0516,0.497238
Suicide,Tulare,2013,Sex,Male,36,228388,15.7626,17.2332,2.94719
Suicide,Alameda,2013,Sex,Male,108,772128,13.9873,13.6209,1.32656
Suicide,San Joaquin,2013,Sex,Male,56,351803,15.918,17.4311,2.38144
Suicide,Orange,2013,Sex,Male,228,1538860,14.8162,14.497,0.971573
Suicide,Fresno,2013,Sex,Male,77,479760,16.0497,18.2475,2.12765
Suicide,Contra Costa,2013,Sex,Male,79,531432,14.8655,15.2889,1.74674
Suicide,Ventura,2013,Sex,Male,86,418977,20.5262,20.6611,2.27389
Suicide,San Diego,2013,Sex,Male,317,1616190,19.614,19.4549,1.11209
Suicide,San Luis Obispo,2013,Sex,Male,31,140172,22.1157,19.4281,3.58383
Suicide,San Bernardino,2013,Sex,Male,167,1041080,16.041,17.9492,1.44491
Suicide,Stanislaus,2013,Sex,Male,41,261352,15.6876,17.3768,2.77234
Suicide,CALIFORNIA,2013,Sex,Total,3916,38373400,10.205,9.90827,0.160095
Suicide,Ventura,2013,Sex,Total,114,842639,13.5289,13.1462,1.25643
Suicide,Fresno,2013,Sex,Total,96,959506,10.0051,10.9303,1.13354
Suicide,Lassen,2013,Sex,Total,11,32295,34.061,33.6035,10.3417
Suicide,Humboldt,2013,Sex,Total,36,134923,26.6819,26.1236,4.51622
Suicide,Lake,2013,Sex,Total,17,64781,26.2423,25.3202,6.39917
Suicide,Butte,2013,Sex,Total,45,222229,20.2494,19.7614,3.09204
Suicide,San Mateo,2013,Sex,Total,56,748761,7.47902,6.72307,0.919129
Suicide,Napa,2013,Sex,Total,18,139298,12.9219,11.7644,2.84981
Suicide,San Bernardino,2013,Sex,Total,201,2092150,9.60735,10.134,0.729828
Suicide,San Francisco,2013,Sex,Total,60,843735,7.11124,6.22344,0.825453
Suicide,Riverside,2013,Sex,Total,235,2276760,10.3217,10.2815,0.67724
Suicide,Marin,2013,Sex,Total,39,258569,15.083,13.98,2.38437
Suicide,Santa Cruz,2013,Sex,Total,40,270416,14.792,13.5962,2.22887
Suicide,Imperial,2013,Sex,Total,12,180300,6.65557,6.61295,1.93705
Suicide,Madera,2013,Sex,Total,24,152235,15.7651,17.0448,3.5289
Suicide,San Joaquin,2013,Sex,Total,75,705767,10.6267,11.0618,1.29362
Suicide,Orange,2013,Sex,Total,310,3110800,9.96528,9.53214,0.546542
Suicide,Solano,2013,Sex,Total,46,420701,10.9341,10.1262,1.52268
Suicide,Kern,2013,Sex,Total,111,868594,12.7793,13.3408,1.29262
Suicide,Tulare,2013,Sex,Total,47,455854,10.3103,11.194,1.65752
Suicide,Mendocino,2013,Sex,Total,26,88064,29.524,28.3079,5.81618
Suicide,Merced,2013,Sex,Total,20,264783,7.55336,7.75024,1.76019
Suicide,Sonoma,2013,Sex,Total,50,494416,10.1129,8.72706,1.27597
Suicide,Contra Costa,2013,Sex,Total,105,1089660,9.63607,9.40193,0.934819
Suicide,Santa Barbara,2013,Sex,Total,44,435241,10.1093,9.37118,1.43695
Suicide,Santa Clara,2013,Sex,Total,151,1866210,8.09127,7.82514,0.642802
Suicide,Siskiyou,2013,Sex,Total,11,44652,24.635,26.2944,8.67112
Suicide,El Dorado,2013,Sex,Total,21,182280,11.5207,10.3621,2.43507
Suicide,Stanislaus,2013,Sex,Total,52,527687,9.85433,10.3623,1.45724
Suicide,Yolo,2013,Sex,Total,12,208194,5.76385,6.37539,1.89271
Suicide,Alameda,2013,Sex,Total,147,1575800,9.32861,8.90064,0.741546
Suicide,Kings,2013,Sex,Total,13,150276,8.65075,9.11645,2.5727
Suicide,Tehama,2013,Sex,Total,15,63731,23.5364,19.8662,5.33774
Suicide,Nevada,2013,Sex,Total,18,97727,18.4187,16.3583,4.15724
Suicide,Sacramento,2013,Sex,Total,202,1455600,13.8774,13.6803,0.973795
Suicide,Los Angeles,2013,Sex,Total,776,10055500,7.71719,7.47372,0.270643
Suicide,Shasta,2013,Sex,Total,36,178725,20.1427,17.8759,3.1476
Suicide,Monterey,2013,Sex,Total,30,426453,7.03477,6.99446,1.294
Suicide,Placer,2013,Sex,Total,43,364242,11.8053,10.8921,1.70722
Suicide,San Luis Obispo,2013,Sex,Total,43,273494,15.7225,13.2016,2.10736
Suicide,San Diego,2013,Sex,Total,426,3208950,13.2754,12.7619,0.626276
Suicide,San Joaquin,2014,Sex,Female,23,359707,6.39408,6.5967,1.39268
Suicide,San Diego,2014,Sex,Female,95,1613080,5.88936,5.5891,0.582703
Suicide,Ventura,2014,Sex,Female,25,426290,5.86455,5.93194,1.21472
Suicide,Orange,2014,Sex,Female,79,1585820,4.98165,4.58242,0.522763
Suicide,Tulare,2014,Sex,Female,11,229419,4.79472,5.39289,1.64504
Suicide,Sacramento,2014,Sex,Female,52,750840,6.92558,6.52304,0.922677
Suicide,Stanislaus,2014,Sex,Female,13,268263,4.84599,4.78736,1.35486
Suicide,Los Angeles,2014,Sex,Female,175,5127240,3.41314,3.27875,0.250346
Suicide,San Luis Obispo,2014,Sex,Female,15,134644,11.1404,10.3997,2.89597
Suicide,CALIFORNIA,2014,Sex,Female,965,19466600,4.95722,4.7146,0.154138
Suicide,Contra Costa,2014,Sex,Female,25,565159,4.42353,3.91658,0.804696
Suicide,Alameda,2014,Sex,Female,39,816364,4.77728,4.52225,0.733691
Suicide,Santa Barbara,2014,Sex,Female,16,218947,7.30772,7.38676,1.92228
Suicide,Sonoma,2014,Sex,Female,21,252745,8.30877,7.33832,1.67353
Suicide,Kern,2014,Sex,Female,30,422350,7.10312,7.26104,1.34713
Suicide,Fresno,2014,Sex,Female,21,484654,4.33299,4.54691,1.00888
Suicide,Monterey,2014,Sex,Female,12,208628,5.75187,5.99534,1.75559
Suicide,Marin,2014,Sex,Female,11,133115,8.26355,7.21198,2.31639
Suicide,Solano,2014,Sex,Female,19,213296,8.90781,8.32777,1.95383
Suicide,Shasta,2014,Sex,Female,11,90990.6,12.0892,12.9191,4.12519
Suicide,Riverside,2014,Sex,Female,56,1158040,4.83577,4.72445,0.641258
Suicide,San Francisco,2014,Sex,Female,20,420739,4.75354,4.53205,1.04856
Suicide,Santa Clara,2014,Sex,Female,41,944484,4.34099,3.96908,0.627788
Suicide,Placer,2014,Sex,Female,11,188335,5.84065,4.48814,1.39973
Suicide,San Bernardino,2014,Sex,Female,29,1060890,2.73355,2.8466,0.535201
Suicide,Ventura,2014,Sex,Male,69,421595,16.3664,16.0128,1.96157
Suicide,Shasta,2014,Sex,Male,40,88260.4,45.3204,42.8745,7.04823
Suicide,San Luis Obispo,2014,Sex,Male,38,141431,26.8683,25.8597,4.35891
Suicide,San Diego,2014,Sex,Male,312,1635470,19.0771,19.1359,1.101
Suicide,Alameda,2014,Sex,Male,122,783321,15.5747,15.3692,1.41889
Suicide,Orange,2014,Sex,Male,269,1551930,17.3333,17.0642,1.05681
Suicide,Santa Barbara,2014,Sex,Male,39,221182,17.6325,18.1488,2.95124
Suicide,Stanislaus,2014,Sex,Male,48,263457,18.2193,18.8191,2.77727
Suicide,Santa Clara,2014,Sex,Male,112,946445,11.8338,11.5903,1.10947
Suicide,Monterey,2014,Sex,Male,37,221169,16.7293,16.5682,2.77605
Suicide,Sacramento,2014,Sex,Male,156,722977,21.5775,21.7626,1.77189
Suicide,San Joaquin,2014,Sex,Male,57,357531,15.9427,16.8987,2.29158
Suicide,Placer,2014,Sex,Male,38,179876,21.1257,19.9674,3.31905
Suicide,San Bernardino,2014,Sex,Male,163,1051020,15.5087,16.5248,1.33662
Suicide,Fresno,2014,Sex,Male,82,484756,16.9157,18.785,2.11817
Suicide,Riverside,2014,Sex,Male,165,1147760,14.3758,14.5937,1.14982
Suicide,Sonoma,2014,Sex,Male,66,245163,26.9209,25.6964,3.25752
Suicide,Solano,2014,Sex,Male,45,212134,21.213,20.5991,3.13452
Suicide,Los Angeles,2014,Sex,Male,627,4997440,12.5464,12.5272,0.507517
Suicide,CALIFORNIA,2014,Sex,Male,3168,19272800,16.4376,16.3876,0.295462
Suicide,Contra Costa,2014,Sex,Male,78,537782,14.504,13.8767,1.59856
Suicide,Tulare,2014,Sex,Male,29,230412,12.5862,13.3615,2.53216
Suicide,Marin,2014,Sex,Male,28,127918,21.889,18.0246,3.57915
Suicide,San Francisco,2014,Sex,Male,51,432993,11.7785,10.8743,1.57176
Suicide,Kern,2014,Sex,Male,89,454318,19.5898,21.1674,2.32817
Suicide,Amador,2014,Sex,Total,18,37447,48.0679,39.0471,10.0024
Suicide,Orange,2014,Sex,Total,348,3137740,11.0908,10.4927,0.56936
Suicide,Imperial,2014,Sex,Total,13,183179,7.09688,6.92702,1.93947
Suicide,Lake,2014,Sex,Total,17,65191,26.0772,22.3063,5.78563
Suicide,Ventura,2014,Sex,Total,94,847885,11.0864,10.7018,1.12259
Suicide,El Dorado,2014,Sex,Total,34,182547,18.6253,14.5406,2.67749
Suicide,Santa Cruz,2014,Sex,Total,43,271689,15.8269,15.396,2.42114
Suicide,Santa Clara,2014,Sex,Total,153,1890930,8.09126,7.70167,0.628958
Suicide,Kern,2014,Sex,Total,119,876668,13.5741,14.2346,1.32936
Suicide,Contra Costa,2014,Sex,Total,103,1102940,9.33867,8.69321,0.873883
Suicide,Santa Barbara,2014,Sex,Total,55,440129,12.4963,12.6918,1.74581
Suicide,Sutter,2014,Sex,Total,27,97101,27.8061,25.892,5.05283
Suicide,Siskiyou,2014,Sex,Total,13,44606,29.1441,27.5628,8.54038
Suicide,Tehama,2014,Sex,Total,11,63845,17.2292,15.2544,4.76463
Suicide,Nevada,2014,Sex,Total,23,98354,23.3849,22.5053,5.15868
Suicide,Humboldt,2014,Sex,Total,35,134730,25.9779,24.2221,4.23007
Suicide,Napa,2014,Sex,Total,15,140646,10.6651,10.1946,2.72946
Suicide,Tuolumne,2014,Sex,Total,11,54683,20.1159,19.0099,6.22067
Suicide,Merced,2014,Sex,Total,20,267714,7.47066,8.4389,1.91796
Suicide,Stanislaus,2014,Sex,Total,61,531720,11.4722,11.3972,1.48022
Suicide,Kings,2014,Sex,Total,16,149433,10.7071,10.4517,2.64375
Suicide,Alameda,2014,Sex,Total,161,1599680,10.0645,9.51992,0.760192
Suicide,CALIFORNIA,2014,Sex,Total,4133,38739400,10.6687,10.3174,0.162449
Suicide,Madera,2014,Sex,Total,18,154181,11.6746,11.6459,2.77565
Suicide,San Bernardino,2014,Sex,Total,192,2111910,9.09128,9.45978,0.695526
Suicide,San Joaquin,2014,Sex,Total,80,717238,11.1539,11.4526,1.2983
Suicide,Fresno,2014,Sex,Total,103,969410,10.625,11.4193,1.14294
Suicide,San Mateo,2014,Sex,Total,57,756371,7.53598,7.00494,0.950939
Suicide,Yolo,2014,Sex,Total,20,209834,9.53134,9.0392,2.07544
Suicide,Mendocino,2014,Sex,Total,23,88523,25.9819,27.1136,5.91053
Suicide,Shasta,2014,Sex,Total,51,179251,28.4517,27.146,3.99878
Suicide,San Luis Obispo,2014,Sex,Total,53,276075,19.1977,18.159300000000002,2.62781
Suicide,San Diego,2014,Sex,Total,407,3248550,12.5287,12.111,0.608116
Suicide,Los Angeles,2014,Sex,Total,802,10124700,7.92123,7.67734,0.273733
Suicide,Solano,2014,Sex,Total,64,425430,15.0436,14.213,1.81078
Suicide,Butte,2014,Sex,Total,35,223899,15.632,14.5366,2.54373
Suicide,Tulare,2014,Sex,Total,40,459831,8.69885,9.25858,1.48213
Suicide,Placer,2014,Sex,Total,49,368211,13.3076,11.8516,1.7526
Suicide,Sacramento,2014,Sex,Total,208,1473820,14.113,13.7944,0.971064
Suicide,Marin,2014,Sex,Total,39,261033,14.9406,12.2541,2.09645
Suicide,Monterey,2014,Sex,Total,49,429797,11.4007,11.2202,1.62623
Suicide,Riverside,2014,Sex,Total,221,2305800,9.58454,9.59443,0.652771
Suicide,Sonoma,2014,Sex,Total,87,497908,17.4731,15.9217,1.77001
Suicide,San Francisco,2014,Sex,Total,71,853732,8.31643,7.71415,0.942939
Suicide,Yuba,2014,Sex,Total,13,74975,17.3391,19.171,5.37123
Suicide,Los Angeles,2015,Sex,Female,185,5156840,3.58747,3.4155,0.254258
Suicide,Santa Barbara,2015,Sex,Female,22,221322,9.94026,9.74228,2.13744
Suicide,Riverside,2015,Sex,Female,61,1169740,5.21482,5.14628,0.668669
Suicide,Fresno,2015,Sex,Female,18,489617,3.67634,3.94011,0.940597
Suicide,San Diego,2015,Sex,Female,103,1626900,6.33105,6.01743,0.60275
Suicide,Merced,2015,Sex,Female,11,133898,8.21521,9.09361,2.77902
Suicide,Santa Cruz,2015,Sex,Female,21,137357,15.2886,13.6601,3.14057
Suicide,Santa Clara,2015,Sex,Female,38,957178,3.97,3.78171,0.620606
Suicide,San Francisco,2015,Sex,Female,25,425738,5.87216,4.91117,1.03597
Suicide,Tulare,2015,Sex,Female,12,231117,5.19218,5.70147,1.66969
Suicide,San Bernardino,2015,Sex,Female,53,1069880,4.95384,5.12557,0.716821
Suicide,Placer,2015,Sex,Female,16,189645,8.43683,8.74966,2.28371
Suicide,Sacramento,2015,Sex,Female,43,758845,5.66651,5.68724,0.880415
Suicide,Orange,2015,Sex,Female,79,1597810,4.94428,4.6113,0.527656
Suicide,Contra Costa,2015,Sex,Female,30,572487,5.24029,5.44932,1.01617
Suicide,CALIFORNIA,2015,Sex,Female,994,19629500,5.0638,4.84821,0.15626
Suicide,Alameda,2015,Sex,Female,37,827065,4.47365,4.50919,0.749797
Suicide,Kern,2015,Sex,Female,24,425937,5.63463,6.07116,1.25484
Suicide,Monterey,2015,Sex,Female,17,211752,8.02827,7.71601,1.91189
Suicide,San Luis Obispo,2015,Sex,Female,14,135096,10.363,8.68963,2.49527
Suicide,Ventura,2015,Sex,Female,28,428352,6.53667,6.21532,1.19956
Suicide,Sonoma,2015,Sex,Female,18,254360,7.07659,6.26783,1.55657
Suicide,Solano,2015,Sex,Female,16,215254,7.43309,6.55978,1.68173
Suicide,San Mateo,2015,Sex,Female,14,388461,3.60396,3.45278,0.954394
Suicide,Sonoma,2015,Sex,Male,48,246822,19.4472,18.5514,2.76283
Suicide,San Luis Obispo,2015,Sex,Male,33,141748,23.2807,19.9704,3.61012
Suicide,Los Angeles,2015,Sex,Male,630,5028650,12.5282,12.3618,0.499739
Suicide,Tulare,2015,Sex,Male,41,232174,17.6592,19.2632,3.07362
Suicide,Kern,2015,Sex,Male,91,457390,19.8955,21.7101,2.3596
Suicide,Contra Costa,2015,Sex,Male,81,544395,14.8789,14.4298,1.64789
Suicide,San Francisco,2015,Sex,Male,72,437370,16.462,14.9053,1.82156
Suicide,Placer,2015,Sex,Male,27,181093,14.9094,13.2324,2.62889
Suicide,Santa Barbara,2015,Sex,Male,47,223578,21.0218,20.3243,3.01639
Suicide,Santa Cruz,2015,Sex,Male,24,137340,17.4749,16.1709,3.40118
Suicide,Orange,2015,Sex,Male,207,1563410,13.2403,12.6369,0.891589
Suicide,Solano,2015,Sex,Male,42,214013,19.625,19.6353,3.08706
Suicide,Monterey,2015,Sex,Male,33,224490,14.7,15.972,2.82187
Suicide,San Diego,2015,Sex,Male,308,1648180,18.6873,18.7086,1.08466
Suicide,Santa Clara,2015,Sex,Male,118,957924,12.3183,11.9798,1.1177
Suicide,Alameda,2015,Sex,Male,108,792614,13.6258,13.1798,1.28242
Suicide,Ventura,2015,Sex,Male,79,423661,18.647,18.0044,2.06866
Suicide,Merced,2015,Sex,Male,24,135831,17.669,18.8501,3.90503
Suicide,CALIFORNIA,2015,Sex,Male,3122,19430300,16.0677,15.9022,0.288844
Suicide,San Mateo,2015,Sex,Male,43,375918,11.4387,11.287,1.74817
Suicide,Sacramento,2015,Sex,Male,152,731107,20.7904,20.8737,1.72394
Suicide,San Bernardino,2015,Sex,Male,167,1059970,15.7551,17.0543,1.36699
Suicide,Fresno,2015,Sex,Male,81,489740,16.5394,17.5427,1.99604
Suicide,Riverside,2015,Sex,Male,191,1159510,16.4724,16.5502,1.21302
Suicide,Fresno,2015,Sex,Total,99,979357,10.1087,10.5547,1.07845
Suicide,Monterey,2015,Sex,Total,50,436242,11.4615,11.5763,1.66131
Suicide,Marin,2015,Sex,Total,30,262105,11.4458,9.47452,1.85808
Suicide,Santa Clara,2015,Sex,Total,156,1915100,8.14578,7.77034,0.628995
Suicide,San Mateo,2015,Sex,Total,57,764379,7.45703,7.26767,0.982618
Suicide,Madera,2015,Sex,Total,12,154956,7.74413,7.69074,2.24734
Suicide,San Bernardino,2015,Sex,Total,220,2129850,10.3294,10.8022,0.742782
Suicide,Mendocino,2015,Sex,Total,15,88429,16.9628,14.9333,4.07712
Suicide,Calaveras,2015,Sex,Total,22,44899,48.9989,44.7587,10.9164
Suicide,Kern,2015,Sex,Total,115,883327,13.019,13.8506,1.31551
Suicide,Sacramento,2015,Sex,Total,195,1489950,13.0877,12.7713,0.928022
Suicide,Shasta,2015,Sex,Total,45,178777,25.171,22.944,3.59723
Suicide,Humboldt,2015,Sex,Total,37,135090,27.3891,25.5818,4.34802
Suicide,Tuolumne,2015,Sex,Total,16,54525,29.3443,21.8275,5.98656
Suicide,San Diego,2015,Sex,Total,411,3275080,12.5493,12.1298,0.6061
Suicide,Napa,2015,Sex,Total,17,141546,12.0102,11.3656,2.83178
Suicide,Placer,2015,Sex,Total,43,370738,11.5985,10.7486,1.71082
Suicide,San Luis Obispo,2015,Sex,Total,47,276844,16.9771,14.1779,2.18209
Suicide,Solano,2015,Sex,Total,58,429267,13.5114,12.9371,1.73153
Suicide,Yuba,2015,Sex,Total,15,75579,19.846800000000002,20.3289,5.32343
Suicide,San Francisco,2015,Sex,Total,97,863108,11.2385,10.0389,1.05856
Suicide,El Dorado,2015,Sex,Total,28,183140,15.2889,15.4197,3.10346
Suicide,CALIFORNIA,2015,Sex,Total,4116,39059800,10.5377,10.1698,0.160614
Suicide,Butte,2015,Sex,Total,40,224363,17.8283,17.1742,2.84127
Suicide,Stanislaus,2015,Sex,Total,48,538372,8.91577,8.9156,1.30279
Suicide,Merced,2015,Sex,Total,35,269729,12.976,14.0162,2.40165
Suicide,Kings,2015,Sex,Total,14,149702,9.35191,10.0299,2.73821
Suicide,Ventura,2015,Sex,Total,107,852013,12.5585,11.7244,1.15445
Suicide,Los Angeles,2015,Sex,Total,815,10185500,8.00158,7.68086,0.272017
Suicide,Yolo,2015,Sex,Total,26,212686,12.2246,11.8836,2.39955
Suicide,Imperial,2015,Sex,Total,18,185328,9.71251,10.0561,2.40937
Suicide,Contra Costa,2015,Sex,Total,111,1116880,9.93838,9.70203,0.945359
Suicide,Santa Barbara,2015,Sex,Total,69,444900,15.5091,14.654,1.80896
Suicide,San Joaquin,2015,Sex,Total,67,727547,9.20903,9.76842,1.20963
Suicide,Sonoma,2015,Sex,Total,66,501182,13.1689,12.2761,1.5757
Suicide,Lake,2015,Sex,Total,23,65180,35.2869,31.0922,7.07547
Suicide,Tulare,2015,Sex,Total,53,463291,11.4399,12.21,1.70149
Suicide,Nevada,2015,Sex,Total,27,98190,27.4977,21.3787,4.62558
Suicide,Riverside,2015,Sex,Total,252,2329260,10.8189,10.6438,0.678859
Suicide,Orange,2015,Sex,Total,286,3161220,9.04715,8.46172,0.507304
Suicide,Santa Cruz,2015,Sex,Total,45,274697,16.3817,15.0993,2.33664
Suicide,Alameda,2015,Sex,Total,145,1619680,8.95239,8.68427,0.728836
Suicide,Ventura,2016,Sex,Female,13,429542,3.02648,2.74857,0.778765
Suicide,Contra Costa,2016,Sex,Female,37,579334,6.38664,5.87713,1.00108
Suicide,Sacramento,2016,Sex,Female,52,767170,6.77816,6.38985,0.904246
Suicide,Humboldt,2016,Sex,Female,14,67462.2,20.7524,19.0893,5.38089
Suicide,San Mateo,2016,Sex,Female,16,390355,4.09884,3.84703,0.999275
Suicide,CALIFORNIA,2016,Sex,Female,989,19779400,5.00016,4.71205,0.152708
Suicide,San Francisco,2016,Sex,Female,30,430144,6.9744,5.93086,1.11389
Suicide,Orange,2016,Sex,Female,76,1607980,4.7264099999999996,4.29661,0.502685
Suicide,Fresno,2016,Sex,Female,30,494579,6.06577,6.25868,1.16342
Suicide,Sonoma,2016,Sex,Female,16,255714,6.25698,5.43641,1.44064
Suicide,Santa Cruz,2016,Sex,Female,13,138115,9.41245,8.2365100000000009,2.40461
Suicide,Riverside,2016,Sex,Female,71,1185490,5.98907,5.71705,0.6922
Suicide,San Luis Obispo,2016,Sex,Female,22,136185,16.1545,13.1962,3.044
Suicide,Stanislaus,2016,Sex,Female,15,274811,5.45829,5.55794,1.46621
Suicide,San Diego,2016,Sex,Female,103,1640360,6.27912,5.98303,0.599822
Suicide,Alameda,2016,Sex,Female,50,836741,5.97557,5.16763,0.744369
Suicide,Santa Barbara,2016,Sex,Female,14,223047,6.2767,6.08794,1.66135
Suicide,San Joaquin,2016,Sex,Female,19,370556,5.12743,5.01958,1.16491
Suicide,San Bernardino,2016,Sex,Female,52,1078970,4.81942,4.92555,0.694307
Suicide,Kern,2016,Sex,Female,29,429056,6.75902,6.38317,1.19501
Suicide,Santa Clara,2016,Sex,Female,31,965212,3.21173,3.11532,0.567695
Suicide,Los Angeles,2016,Sex,Female,159,5177950,3.07071,2.91886,0.234821
Suicide,Sonoma,2016,Sex,Male,55,248239,22.1561,19.8984,2.76617
Suicide,Fresno,2016,Sex,Male,72,494604,14.5571,15.6232,1.87456
Suicide,CALIFORNIA,2016,Sex,Male,3223,19575100,16.4648,16.2108,0.289816
Suicide,Humboldt,2016,Sex,Male,20,68623.8,29.1444,29.6271,6.78322
Suicide,Stanislaus,2016,Sex,Male,47,270197,17.3947,17.1907,2.55026
